objectID;CAP;MUNICIPIO;ID_NIL;NIL;LONG_X_4326;LAT_Y_4326;Location
496;20131;3;20;LORETO - CASORETTO - NOLO;9.230288909552021;45.492216615102706;(45.492216615102706, 9.230288909552021)
500;20127;2;19;PADOVA - TURRO - CRESCENZAGO;9.227177277942474;45.50316636719877;(45.50316636719877, 9.227177277942474)
16;20139;5;34;CHIARAVALLE;9.239553358739158;45.417395497683714;(45.417395497683714, 9.239553358739158)
5384;20138;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;9.242317537921464;45.46155917275832;(45.46155917275832, 9.242317537921464)
3421;20134;3;23;LAMBRATE - ORTICA;9.24403115888183;45.485329643727795;(45.485329643727795, 9.24403115888183)
165;20138;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;9.245118703736093;45.46035102699816;(45.46035102699816, 9.245118703736093)
28321;20138;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;9.246293601672427;45.46146824948511;(45.46146824948511, 9.246293601672427)
345;20138;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;9.254758916536769;45.447022608576034;(45.447022608576034, 9.254758916536769)
341;20138;4;31;MONLUE' - PONTE LAMBRO;9.254544820917676;45.456009595302426;(45.456009595302426, 9.254544820917676)
484;20134;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;9.252472555535705;45.49815304787454;(45.49815304787454, 9.252472555535705)
29117;20128;2;17;ADRIANO;9.251664091290609;45.519031770239465;(45.519031770239465, 9.251664091290609)
3364;20138;4;31;MONLUE' - PONTE LAMBRO;9.263747585215345;45.442915424059905;(45.442915424059905, 9.263747585215345)
349;20134;4;24;PARCO FORLANINI - CAVRIANO;9.264883211239422;45.464721307112235;(45.464721307112235, 9.264883211239422)
1;20153;7;62;QUINTO ROMANO;9.08857094812888;45.475793277540824;(45.475793277540824, 9.08857094812888)
5407;20152;6;53;LORENTEGGIO;9.104075763359273;45.45100463400172;(45.45100463400172, 9.104075763359273)
62;20151;7;88;PARCO BOSCO IN CITTA';9.10349803671518;45.48762326906397;(45.48762326906397, 9.10349803671518)
5845;20152;7;56;FORZE ARMATE;9.11052883230581;45.456589030016154;(45.456589030016154, 9.11052883230581)
3372;20153;7;61;QUARTO CAGNINO;9.108185126995652;45.47499321297591;(45.47499321297591, 9.108185126995652)
132;20157;8;74;ROSERIO;9.119606835552124;45.51726742299962;(45.51726742299962, 9.119606835552124)
3764;20147;6;53;LORENTEGGIO;9.132676895325337;45.45325138214372;(45.45325138214372, 9.132676895325337)
332;20157;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;9.132202881774019;45.510265371597;(45.510265371597, 9.132202881774019)
5833;20148;7;60;STADIO - IPPODROMI;9.137746719650957;45.47625410232226;(45.47625410232226, 9.137746719650957)
24713;20156;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.13649283648319;45.50479528354785;(45.50479528354785, 9.13649283648319)
5865;20157;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;9.133542539481251;45.50910140031047;(45.50910140031047, 9.133542539481251)
